bookingid_(pnr),reservation_date,cancellation_date,flight_date,origin,destination,routing,flightnumber,revenue_per_booking_(ticket),revenue_per_booking_(ancilliary_pre_check_in),revenue_per_booking_(ancilliary_at_check_in),passengercount,bookingid_norm,routing_canonical,total_revenue
706754,2025-02-05,2025-02-06,2025-03-03,FCO,PMO,FCO-PMO,DE1001,153.0,14.01,4.99,2,706754,FCO-PMO,172.0
706800,2025-02-19,2025-02-21,2025-03-28,FCO,PMO,FCO-PMO,DE1001,153.0,9.72,2.19,2,706800,FCO-PMO,164.91
706829,2025-01-22,2025-01-23,2025-03-05,FCO,PMO,FCO-PMO,DE1001,153.0,10.17,2.89,2,706829,FCO-PMO,166.05999999999997
706831,2025-02-28,2025-03-02,2025-03-17,PMO,FCO,PMO-FCO,DE1002,76.5,7.22,4.69,1,706831,PMO-FCO,88.41
706852,2025-03-16,2025-03-18,2025-03-17,FCO,FRA,FCO-FRA,DE1003,240.0,0.0,9.78,2,706852,FCO-FRA,249.78
706892,2025-04-10,2025-04-12,2025-04-25,PMO,FCO,PMO-FCO,DE1002,95.62,14.78,2.79,1,706892,PMO-FCO,113.19000000000001
706895,2025-03-19,2025-03-20,2025-04-12,FCO,FRA,FCO-FRA,DE1003,136.0,10.86,0.0,2,706895,FCO-FRA,146.86
706913,2025-02-09,2025-02-10,2025-03-29,FRA,FCO,FRA → FCO,DE1000,136.0,6.38,4.81,2,706913,FRA-FCO,147.19
706919,2025-02-16,2025-02-19,2025-04-04,FCO,FRA,FCO-FRA,DE1003,136.0,19.27,2.71,2,706919,FCO-FRA,157.98000000000002
706936,2025-01-06,2025-01-08,2025-03-03,PMO,FCO,PMO → FCO,DE1002,153.0,13.3,3.4,2,706936,PMO-FCO,169.70000000000002
706937,2025-02-07,2025-02-09,2025-03-19,PMO,FCO,PMO-FCO,DE1002,76.5,18.46,2.18,1,706937,PMO-FCO,97.14000000000001
706965,2025-04-15,2025-04-16,2025-04-21,FCO,FRA,FCO-FRA,DE1003,120.0,7.47,4.08,1,706965,FCO-FRA,131.55
707013,2025-01-17,2025-01-20,2025-03-14,FRA,FCO,FRA → FCO,DE1000,136.0,15.56,2.85,2,707013,FRA-FCO,154.41
707033,2025-03-02,2025-03-03,2025-04-10,PMO,FCO,PMO → FCO,DE1002,76.5,0.0,2.95,1,707033,PMO-FCO,79.45
707084,2025-01-28,2025-01-29,2025-03-14,PMO,FCO,PMO → FCO,DE1002,76.5,8.61,4.16,1,707084,PMO-FCO,89.27
707118,2025-02-09,2025-02-11,2025-03-23,FCO,PMO,FCO-PMO,DE1001,76.5,18.76,2.67,1,707118,FCO-PMO,97.93
707124,2025-02-11,2025-02-15,2025-03-26,FCO,PMO,FCO-PMO,DE1001,153.0,0.0,0.0,2,707124,FCO-PMO,153.0
707128,2025-02-28,2025-03-03,2025-04-26,FCO,PMO,FCO-PMO,DE1001,286.88,0.0,0.0,3,707128,FCO-PMO,286.88
707130,2025-04-04,2025-04-06,2025-04-28,FCO,FRA,FCO-FRA,DE1003,68.0,15.47,2.15,1,707130,FCO-FRA,85.62
707158,2025-02-23,2025-02-27,2025-04-12,FCO,FRA,FCO-FRA,DE1003,204.0,12.66,7.35,3,707158,FCO-FRA,224.01
707159,2025-02-11,2025-02-12,2025-03-21,FCO,PMO,FCO-PMO,DE1001,153.0,6.49,2.95,2,707159,FCO-PMO,162.44
707179,2025-01-25,2025-01-27,2025-03-23,FCO,FRA,FCO-FRA,DE1003,68.0,14.66,0.0,1,707179,FCO-FRA,82.66
707197,2025-04-07,2025-04-09,2025-04-19,PMO,FCO,PMO-FCO,DE1002,225.0,6.81,7.26,2,707197,PMO-FCO,239.07
707202,2025-03-27,2025-03-31,2025-03-31,PMO,FCO,PMO-FCO,DE1002,108.0,0.0,0.0,1,707202,PMO-FCO,108.0
707206,2025-04-16,2025-04-17,2025-04-26,PMO,FCO,PMO-FCO,DE1002,337.5,14.93,3.88,3,707206,PMO-FCO,356.31
707209,2025-02-13,2025-02-17,2025-04-04,FCO,PMO,FCO-PMO,DE1001,76.5,0.0,4.45,1,707209,FCO-PMO,80.95
707224,2025-03-29,2025-04-02,2025-04-02,FRA,FCO,FRA-FCO,DE1000,96.0,0.0,0.0,1,707224,FRA-FCO,96.0
707230,2025-03-17,2025-03-19,2025-04-16,FCO,PMO,FCO-PMO,DE1001,95.62,18.01,5.44,1,707230,FCO-PMO,119.07000000000001
707256,2025-02-09,2025-02-12,2025-03-31,FCO,PMO,FCO-PMO,DE1001,76.5,0.0,8.43,1,707256,FCO-PMO,84.93
707262,2025-03-20,2025-03-22,2025-04-13,FRA,FCO,FRA-FCO,DE1000,255.0,6.42,0.0,3,707262,FRA-FCO,261.42
707288,2025-02-10,2025-02-11,2025-04-10,PMO,FCO,PMO-FCO,DE1002,76.5,14.27,8.15,1,707288,PMO-FCO,98.92
707316,2025-02-14,2025-02-18,2025-04-02,FRA,FCO,FRA-FCO,DE1000,68.0,14.48,0.0,1,707316,FRA-FCO,82.48
707349,2025-02-22,2025-02-26,2025-03-03,FRA,FCO,FRA-FCO,DE1000,160.0,0.0,9.6,2,707349,FRA-FCO,169.6
707367,2025-03-24,2025-03-28,2025-04-03,FCO,PMO,FCO-PMO,DE1001,90.0,0.0,7.97,1,707367,FCO-PMO,97.97
707386,2025-02-28,2025-03-01,2025-03-03,FRA,FCO,FRA → FCO,DE1000,360.0,13.18,9.93,3,707386,FRA-FCO,383.11
707396,2025-03-10,2025-03-13,2025-03-28,FCO,FRA,FCO-FRA,DE1003,68.0,18.67,2.29,1,707396,FCO-FRA,88.96000000000001
707412,2025-03-20,2025-03-24,2025-04-25,PMO,FCO,PMO → FCO,DE1002,95.62,0.0,6.11,1,707412,PMO-FCO,101.73
707425,2025-02-23,2025-02-27,2025-04-07,FRA,FCO,FRA-FCO,DE1000,136.0,0.0,2.97,2,707425,FRA-FCO,138.97
707441,2025-03-23,2025-03-26,2025-04-23,FCO,PMO,FCO-PMO,DE1001,95.62,15.7,9.7,1,707441,FCO-PMO,121.02000000000001
707447,2025-02-13,2025-02-17,2025-04-05,FCO,PMO,FCO-PMO,DE1001,76.5,19.59,0.0,1,707447,FCO-PMO,96.09
707465,2025-03-13,2025-03-15,2025-03-19,PMO,FCO,PMO → FCO,DE1002,108.0,11.26,3.26,1,707465,PMO-FCO,122.52000000000001
707475,2025-01-12,2025-01-13,2025-03-07,FCO,FRA,FCO-FRA,DE1003,68.0,15.88,0.0,1,707475,FCO-FRA,83.88
707509,2025-03-31,2025-04-03,2025-04-10,FCO,PMO,FCO-PMO,DE1001,90.0,18.71,5.51,1,707509,FCO-PMO,114.22000000000001
707524,2025-01-28,2025-01-29,2025-03-22,PMO,FCO,PMO-FCO,DE1002,153.0,0.0,4.09,2,707524,PMO-FCO,157.09
707540,2025-01-16,2025-01-19,2025-03-10,PMO,FCO,PMO → FCO,DE1002,153.0,16.48,4.56,2,707540,PMO-FCO,174.04
707551,2025-02-15,2025-02-18,2025-03-27,FCO,FRA,FCO → FRA,DE1003,136.0,5.23,0.0,2,707551,FCO-FRA,141.23
707554,2025-01-19,2025-01-20,2025-03-03,FCO,FRA,FCO-FRA,DE1003,68.0,11.48,8.32,1,707554,FCO-FRA,87.80000000000001
707571,2025-02-15,2025-02-18,2025-04-05,FCO,PMO,FCO-PMO,DE1001,76.5,19.35,9.08,1,707571,FCO-PMO,104.92999999999999
707584,2025-03-16,2025-03-20,2025-04-11,FCO,PMO,FCO-PMO,DE1001,76.5,0.0,6.2,1,707584,FCO-PMO,82.7
707591,2025-03-25,2025-03-26,2025-04-21,FCO,FRA,FCO-FRA,DE1003,170.0,8.02,7.62,2,707591,FCO-FRA,185.64000000000001
707607,2025-04-14,2025-04-17,2025-04-23,FCO,FRA,FCO-FRA,DE1003,100.0,0.0,5.6,1,707607,FCO-FRA,105.6
707608,2025-04-07,2025-04-08,2025-04-21,FRA,FCO,FRA-FCO,DE1000,200.0,0.0,6.44,2,707608,FRA-FCO,206.44
707620,2025-03-23,2025-03-24,2025-04-12,PMO,FCO,PMO → FCO,DE1002,153.0,17.66,2.44,2,707620,PMO-FCO,173.1
707627,2025-03-11,2025-03-12,2025-03-13,FCO,PMO,FCO-PMO,DE1001,135.0,0.0,9.97,1,707627,FCO-PMO,144.97
707630,2025-02-09,2025-02-11,2025-03-22,FCO,PMO,FCO-PMO,DE1001,76.5,8.02,2.67,1,707630,FCO-PMO,87.19
707635,2025-03-28,2025-03-29,2025-04-25,FCO,FRA,FCO-FRA,DE1003,85.0,7.29,0.0,1,707635,FCO-FRA,92.29
707650,2025-03-22,2025-03-25,2025-04-02,FRA,FCO,FRA-FCO,DE1000,160.0,6.0,0.0,2,707650,FRA-FCO,166.0
707672,2025-02-21,2025-02-23,2025-03-02,FCO,FRA,FCO-FRA,DE1003,240.0,16.47,9.83,3,707672,FCO-FRA,266.3
707673,2025-02-27,2025-03-03,2025-04-27,FRA,FCO,FRA → FCO,DE1000,170.0,8.55,2.87,2,707673,FRA-FCO,181.42000000000002
707677,2025-03-09,2025-03-11,2025-03-13,FRA,FCO,FRA-FCO,DE1000,96.0,13.71,0.0,1,707677,FRA-FCO,109.71000000000001
707688,2025-03-01,2025-03-05,2025-04-14,FCO,PMO,FCO → PMO,DE1001,95.62,16.13,0.0,1,707688,FCO-PMO,111.75
707712,2025-03-03,2025-03-04,2025-04-05,FRA,FCO,FRA-FCO,DE1000,204.0,12.97,0.0,3,707712,FRA-FCO,216.97
707722,2025-02-22,2025-02-23,2025-04-14,PMO,FCO,PMO-FCO,DE1002,191.25,18.44,9.04,2,707722,PMO-FCO,218.73
707759,2025-02-01,2025-02-02,2025-03-29,FCO,PMO,FCO → PMO,DE1001,153.0,13.8,4.95,2,707759,FCO-PMO,171.75
707773,2025-02-23,2025-02-24,2025-03-31,FCO,PMO,FCO-PMO,DE1001,76.5,17.82,0.0,1,707773,FCO-PMO,94.32
707785,2025-02-17,2025-02-19,2025-03-05,FCO,PMO,FCO-PMO,DE1001,76.5,12.1,7.88,1,707785,FCO-PMO,96.47999999999999
707790,2025-02-20,2025-02-22,2025-03-13,FCO,PMO,FCO → PMO,DE1001,76.5,0.0,3.83,1,707790,FCO-PMO,80.33
707831,2025-03-10,2025-03-12,2025-04-14,FRA,FCO,FRA-FCO,DE1000,85.0,11.91,3.23,1,707831,FRA-FCO,100.14
707842,2025-01-28,2025-01-30,2025-03-05,FRA,FCO,FRA → FCO,DE1000,136.0,11.97,5.9,2,707842,FRA-FCO,153.87
707870,2025-02-05,2025-02-08,2025-03-29,FCO,PMO,FCO-PMO,DE1001,76.5,0.0,0.0,1,707870,FCO-PMO,76.5
708010,2025-02-26,2025-03-02,2025-04-21,FCO,FRA,FCO-FRA,DE1003,170.0,7.77,4.87,2,708010,FCO-FRA,182.64000000000001
708033,2025-03-30,2025-03-31,2025-04-10,FRA,FCO,FRA-FCO,DE1000,160.0,10.83,8.14,2,708033,FRA-FCO,178.97000000000003
708036,2025-02-25,2025-02-27,2025-03-08,FCO,FRA,FCO-FRA,DE1003,240.0,11.84,4.1,3,708036,FCO-FRA,255.94
708051,2025-04-02,2025-04-03,2025-04-19,PMO,FCO,PMO-FCO,DE1002,191.25,12.31,0.0,2,708051,PMO-FCO,203.56
708066,2025-04-25,2025-04-28,2025-04-27,FCO,PMO,FCO-PMO,DE1001,168.75,0.0,0.0,1,708066,FCO-PMO,168.75
708078,2025-03-18,2025-03-21,2025-04-17,FCO,FRA,FCO-FRA,DE1003,170.0,0.0,2.13,2,708078,FCO-FRA,172.13
708091,2025-01-29,2025-01-30,2025-03-17,FCO,FRA,FCO-FRA,DE1003,136.0,0.0,0.0,2,708091,FCO-FRA,136.0
708119,2025-02-26,2025-02-27,2025-04-03,FCO,PMO,FCO-PMO,DE1001,76.5,8.73,2.13,1,708119,FCO-PMO,87.36
708122,2025-02-23,2025-02-27,2025-04-18,PMO,FCO,PMO-FCO,DE1002,191.25,6.37,4.77,2,708122,PMO-FCO,202.39000000000001
708139,2025-03-04,2025-03-08,2025-04-23,FCO,PMO,FCO-PMO,DE1001,95.62,0.0,2.21,1,708139,FCO-PMO,97.83
708177,2025-02-09,2025-02-12,2025-03-10,FCO,FRA,FCO → FRA,DE1003,68.0,12.07,2.56,1,708177,FCO-FRA,82.63
708183,2025-01-31,2025-02-01,2025-03-15,PMO,FCO,PMO → FCO,DE1002,76.5,8.54,5.93,1,708183,PMO-FCO,90.97
708194,2025-02-21,2025-02-22,2025-03-06,FRA,FCO,FRA → FCO,DE1000,80.0,5.35,4.64,1,708194,FRA-FCO,89.99
708198,2025-02-17,2025-02-21,2025-03-06,PMO,FCO,PMO-FCO,DE1002,229.5,8.9,0.0,3,708198,PMO-FCO,238.4
708246,2025-03-30,2025-04-02,2025-04-28,PMO,FCO,PMO → FCO,DE1002,76.5,16.47,3.02,1,708246,PMO-FCO,95.99
708288,2025-03-02,2025-03-05,2025-04-16,FRA,FCO,FRA → FCO,DE1000,170.0,14.41,8.71,2,708288,FRA-FCO,193.12
708306,2025-03-01,2025-03-03,2025-04-14,PMO,FCO,PMO → FCO,DE1002,95.62,0.0,0.0,1,708306,PMO-FCO,95.62
708311,2025-02-17,2025-02-18,2025-04-09,PMO,FCO,PMO-FCO,DE1002,153.0,10.46,8.84,2,708311,PMO-FCO,172.3
708313,2025-03-14,2025-03-16,2025-04-05,FRA,FCO,FRA-FCO,DE1000,136.0,8.13,2.14,2,708313,FRA-FCO,146.26999999999998
708319,2025-04-10,2025-04-14,2025-04-20,FCO,FRA,FCO-FRA,DE1003,100.0,9.15,6.99,1,708319,FCO-FRA,116.14
708325,2025-04-12,2025-04-16,2025-04-18,FCO,FRA,FCO-FRA,DE1003,120.0,14.96,5.07,1,708325,FCO-FRA,140.03
708347,2025-02-20,2025-02-22,2025-03-15,PMO,FCO,PMO → FCO,DE1002,76.5,19.68,6.1,1,708347,PMO-FCO,102.28
708378,2025-02-24,2025-02-28,2025-04-21,FRA,FCO,FRA-FCO,DE1000,170.0,12.37,0.0,2,708378,FRA-FCO,182.37
708385,2025-03-23,2025-03-24,2025-04-04,PMO,FCO,PMO-FCO,DE1002,180.0,13.9,4.55,2,708385,PMO-FCO,198.45000000000002
708399,2025-04-02,2025-04-03,2025-04-24,PMO,FCO,PMO-FCO,DE1002,191.25,10.13,0.0,2,708399,PMO-FCO,201.38
708417,2025-03-06,2025-03-10,2025-03-31,FCO,FRA,FCO-FRA,DE1003,68.0,18.76,8.21,1,708417,FCO-FRA,94.97
708500,2025-02-15,2025-02-17,2025-03-15,FCO,FRA,FCO → FRA,DE1003,136.0,19.46,6.93,2,708500,FCO-FRA,162.39000000000001
708530,2025-02-05,2025-02-06,2025-03-06,PMO,FCO,PMO-FCO,DE1002,153.0,16.25,9.67,2,708530,PMO-FCO,178.92
708566,2025-02-10,2025-02-14,2025-03-06,FCO,PMO,FCO-PMO,DE1001,76.5,8.56,9.05,1,708566,FCO-PMO,94.11
708577,2025-04-03,2025-04-06,2025-04-18,FCO,FRA,FCO-FRA,DE1003,170.0,8.31,0.0,2,708577,FCO-FRA,178.31
708618,2025-02-12,2025-02-16,2025-04-12,FCO,FRA,FCO-FRA,DE1003,204.0,18.78,9.03,3,708618,FCO-FRA,231.81
708674,2025-04-09,2025-04-13,2025-04-12,PMO,FCO,PMO → FCO,DE1002,270.0,7.75,8.13,2,708674,PMO-FCO,285.88
708680,2025-02-24,2025-02-28,2025-03-05,FCO,PMO,FCO-PMO,DE1001,90.0,9.03,3.48,1,708680,FCO-PMO,102.51
708694,2025-02-26,2025-03-02,2025-04-03,FRA,FCO,FRA-FCO,DE1000,68.0,0.0,4.36,1,708694,FRA-FCO,72.36
708761,2025-02-23,2025-02-27,2025-03-09,PMO,FCO,PMO-FCO,DE1002,180.0,18.12,9.63,2,708761,PMO-FCO,207.75
708764,2025-03-21,2025-03-24,2025-04-26,FCO,FRA,FCO → FRA,DE1003,85.0,0.0,4.49,1,708764,FCO-FRA,89.49
708775,2025-02-24,2025-02-27,2025-04-12,PMO,FCO,PMO-FCO,DE1002,76.5,11.84,0.0,1,708775,PMO-FCO,88.34
708783,2025-03-21,2025-03-24,2025-04-06,FCO,FRA,FCO-FRA,DE1003,136.0,11.42,8.62,2,708783,FCO-FRA,156.04
708833,2025-02-22,2025-02-23,2025-03-22,FCO,PMO,FCO → PMO,DE1001,76.5,14.64,8.79,1,708833,FCO-PMO,99.93
708837,2025-02-20,2025-02-23,2025-03-24,PMO,FCO,PMO → FCO,DE1002,76.5,19.13,6.21,1,708837,PMO-FCO,101.83999999999999
708864,2025-03-22,2025-03-26,2025-03-30,PMO,FCO,PMO-FCO,DE1002,90.0,9.84,2.89,1,708864,PMO-FCO,102.73
708884,2025-02-27,2025-03-01,2025-03-09,FRA,FCO,FRA → FCO,DE1000,240.0,0.0,8.66,3,708884,FRA-FCO,248.66
708888,2025-03-04,2025-03-06,2025-04-03,FRA,FCO,FRA → FCO,DE1000,136.0,19.83,2.97,2,708888,FRA-FCO,158.79999999999998
708895,2025-03-09,2025-03-12,2025-04-12,FRA,FCO,FRA-FCO,DE1000,136.0,18.13,0.0,2,708895,FRA-FCO,154.13
708905,2025-03-13,2025-03-16,2025-04-12,FCO,PMO,FCO-PMO,DE1001,153.0,0.0,5.96,2,708905,FCO-PMO,158.96
708932,2025-03-11,2025-03-12,2025-04-11,PMO,FCO,PMO-FCO,DE1002,76.5,8.68,9.3,1,708932,PMO-FCO,94.48
708945,2025-04-13,2025-04-14,2025-04-16,FCO,FRA,FCO-FRA,DE1003,150.0,10.84,8.41,1,708945,FCO-FRA,169.25
708969,2025-02-26,2025-03-02,2025-03-21,FRA,FCO,FRA-FCO,DE1000,68.0,13.64,5.16,1,708969,FRA-FCO,86.8
708972,2025-02-18,2025-02-22,2025-04-07,FCO,PMO,FCO-PMO,DE1001,153.0,0.0,3.47,2,708972,FCO-PMO,156.47
708988,2025-04-01,2025-04-04,2025-04-10,FRA,FCO,FRA → FCO,DE1000,80.0,0.0,4.24,1,708988,FRA-FCO,84.24
708996,2025-02-04,2025-02-05,2025-03-06,FCO,PMO,FCO → PMO,DE1001,76.5,19.78,0.0,1,708996,FCO-PMO,96.28
709016,2025-03-15,2025-03-18,2025-04-19,FCO,FRA,FCO-FRA,DE1003,170.0,7.96,0.0,2,709016,FCO-FRA,177.96
709088,2025-02-02,2025-02-04,2025-03-24,PMO,FCO,PMO → FCO,DE1002,76.5,15.64,6.99,1,709088,PMO-FCO,99.13
709101,2025-03-10,2025-03-14,2025-04-12,FRA,FCO,FRA-FCO,DE1000,204.0,0.0,0.0,3,709101,FRA-FCO,204.0
709102,2025-03-02,2025-03-06,2025-03-05,PMO,FCO,PMO-FCO,DE1002,405.0,0.0,4.54,3,709102,PMO-FCO,409.54
709111,2025-01-26,2025-01-29,2025-03-12,FRA,FCO,FRA → FCO,DE1000,136.0,8.26,0.0,2,709111,FRA-FCO,144.26
709122,2025-02-04,2025-02-06,2025-03-21,FCO,PMO,FCO-PMO,DE1001,76.5,0.0,6.85,1,709122,FCO-PMO,83.35
709125,2025-02-07,2025-02-08,2025-03-29,FCO,FRA,FCO-FRA,DE1003,68.0,0.0,0.0,1,709125,FCO-FRA,68.0
709169,2025-03-16,2025-03-19,2025-03-17,FCO,PMO,FCO → PMO,DE1001,135.0,15.54,0.0,1,709169,FCO-PMO,150.54
709182,2025-03-20,2025-03-22,2025-04-09,FCO,PMO,FCO-PMO,DE1001,153.0,0.0,6.37,2,709182,FCO-PMO,159.37
709207,2025-02-19,2025-02-21,2025-03-28,FRA,FCO,FRA-FCO,DE1000,68.0,15.19,9.93,1,709207,FRA-FCO,93.12
709215,2025-03-11,2025-03-12,2025-04-24,FRA,FCO,FRA → FCO,DE1000,85.0,16.69,0.0,1,709215,FRA-FCO,101.69
709235,2025-02-23,2025-02-25,2025-04-17,FCO,FRA,FCO → FRA,DE1003,85.0,15.44,0.0,1,709235,FCO-FRA,100.44
709266,2025-02-13,2025-02-15,2025-03-03,FRA,FCO,FRA-FCO,DE1000,136.0,19.47,6.86,2,709266,FRA-FCO,162.33
709272,2025-02-15,2025-02-17,2025-03-29,FRA,FCO,FRA → FCO,DE1000,204.0,0.0,0.0,3,709272,FRA-FCO,204.0
709314,2025-03-21,2025-03-22,2025-04-03,FCO,FRA,FCO-FRA,DE1003,80.0,15.15,9.19,1,709314,FCO-FRA,104.34
709352,2025-03-30,2025-04-03,2025-04-03,FCO,FRA,FCO-FRA,DE1003,192.0,8.36,0.0,2,709352,FCO-FRA,200.36
709386,2025-02-19,2025-02-20,2025-03-05,FCO,PMO,FCO → PMO,DE1001,90.0,19.04,0.0,1,709386,FCO-PMO,109.03999999999999
709391,2025-01-14,2025-01-17,2025-03-12,FRA,FCO,FRA-FCO,DE1000,68.0,7.11,2.78,1,709391,FRA-FCO,77.89
709400,2025-02-14,2025-02-15,2025-04-04,PMO,FCO,PMO-FCO,DE1002,76.5,12.05,9.91,1,709400,PMO-FCO,98.46
709415,2025-02-18,2025-02-22,2025-04-16,FCO,FRA,FCO-FRA,DE1003,170.0,8.5,0.0,2,709415,FCO-FRA,178.5
709418,2025-03-21,2025-03-22,2025-04-18,FRA,FCO,FRA-FCO,DE1000,85.0,15.41,0.0,1,709418,FRA-FCO,100.41
709429,2025-02-02,2025-02-04,2025-03-17,FCO,FRA,FCO → FRA,DE1003,68.0,19.44,0.0,1,709429,FCO-FRA,87.44
709455,2025-03-01,2025-03-03,2025-04-12,FRA,FCO,FRA → FCO,DE1000,204.0,8.12,2.36,3,709455,FRA-FCO,214.48000000000002
709457,2025-02-21,2025-02-22,2025-03-06,FCO,FRA,FCO-FRA,DE1003,80.0,8.78,0.0,1,709457,FCO-FRA,88.78
709514,2025-03-13,2025-03-17,2025-03-17,FCO,FRA,FCO-FRA,DE1003,192.0,6.99,7.81,2,709514,FCO-FRA,206.8
709557,2025-04-04,2025-04-08,2025-04-28,FCO,PMO,FCO-PMO,DE1001,76.5,18.07,5.28,1,709557,FCO-PMO,99.85
709561,2025-03-29,2025-04-02,2025-04-27,PMO,FCO,PMO-FCO,DE1002,95.62,13.65,0.0,1,709561,PMO-FCO,109.27000000000001
709568,2025-03-23,2025-03-25,2025-04-09,PMO,FCO,PMO-FCO,DE1002,153.0,0.0,4.77,2,709568,PMO-FCO,157.77
709594,2025-03-08,2025-03-11,2025-04-25,PMO,FCO,PMO-FCO,DE1002,191.25,11.86,4.09,2,709594,PMO-FCO,207.20000000000002
709603,2025-03-24,2025-03-25,2025-03-28,FRA,FCO,FRA-FCO,DE1000,288.0,5.04,2.82,3,709603,FRA-FCO,295.86
709627,2025-02-28,2025-03-03,2025-03-15,FCO,PMO,FCO → PMO,DE1001,76.5,16.88,0.0,1,709627,FCO-PMO,93.38
709643,2025-01-29,2025-02-01,2025-03-05,FCO,FRA,FCO-FRA,DE1003,136.0,0.0,4.72,2,709643,FCO-FRA,140.72
709656,2025-03-14,2025-03-16,2025-03-27,FRA,FCO,FRA-FCO,DE1000,160.0,5.15,8.05,2,709656,FRA-FCO,173.20000000000002
709657,2025-03-08,2025-03-12,2025-04-05,FRA,FCO,FRA-FCO,DE1000,136.0,5.41,3.54,2,709657,FRA-FCO,144.95
709686,2025-03-30,2025-04-02,2025-04-27,FRA,FCO,FRA-FCO,DE1000,170.0,0.0,8.61,2,709686,FRA-FCO,178.61
709746,2025-02-24,2025-02-28,2025-04-20,FCO,PMO,FCO → PMO,DE1001,95.62,16.04,7.49,1,709746,FCO-PMO,119.14999999999999
709765,2025-03-07,2025-03-10,2025-03-12,FCO,FRA,FCO-FRA,DE1003,192.0,8.68,9.17,2,709765,FCO-FRA,209.85
709777,2025-02-21,2025-02-24,2025-03-01,FCO,PMO,FCO → PMO,DE1001,90.0,15.69,7.2,1,709777,FCO-PMO,112.89
709806,2025-03-07,2025-03-11,2025-04-04,FRA,FCO,FRA → FCO,DE1000,136.0,0.0,2.05,2,709806,FRA-FCO,138.05
709807,2025-03-26,2025-03-28,2025-04-06,FCO,FRA,FCO-FRA,DE1003,80.0,19.16,7.09,1,709807,FCO-FRA,106.25
709859,2025-04-10,2025-04-11,2025-04-30,FRA,FCO,FRA-FCO,DE1000,136.0,15.81,5.63,2,709859,FRA-FCO,157.44
709886,2025-01-28,2025-01-29,2025-03-20,PMO,FCO,PMO → FCO,DE1002,153.0,6.32,8.1,2,709886,PMO-FCO,167.42
709920,2025-03-12,2025-03-15,2025-03-13,FRA,FCO,FRA-FCO,DE1000,240.0,6.91,8.86,2,709920,FRA-FCO,255.76999999999998
709938,2025-02-06,2025-02-07,2025-03-24,FCO,PMO,FCO → PMO,DE1001,153.0,19.45,5.09,2,709938,FCO-PMO,177.54
710006,2025-03-15,2025-03-18,2025-03-29,FCO,FRA,FCO-FRA,DE1003,80.0,0.0,6.65,1,710006,FCO-FRA,86.65
710038,2025-02-12,2025-02-16,2025-03-22,FRA,FCO,FRA → FCO,DE1000,68.0,18.52,0.0,1,710038,FRA-FCO,86.52
710043,2025-02-25,2025-03-01,2025-04-17,FCO,FRA,FCO → FRA,DE1003,170.0,0.0,2.06,2,710043,FCO-FRA,172.06
710068,2025-03-14,2025-03-17,2025-04-19,PMO,FCO,PMO-FCO,DE1002,95.62,13.36,3.62,1,710068,PMO-FCO,112.60000000000001
710075,2025-02-19,2025-02-22,2025-03-15,FCO,PMO,FCO-PMO,DE1001,153.0,0.0,8.32,2,710075,FCO-PMO,161.32
710107,2025-03-13,2025-03-17,2025-04-06,PMO,FCO,PMO-FCO,DE1002,153.0,16.23,4.84,2,710107,PMO-FCO,174.07
710123,2025-02-19,2025-02-20,2025-03-12,FCO,FRA,FCO-FRA,DE1003,136.0,18.3,6.86,2,710123,FCO-FRA,161.16000000000003
