bookingid_(pnr),reservation_date,cancellation_date,flight_date,origin,destination,routing,flightnumber,revenue_per_booking_(ticket),revenue_per_booking_(ancilliary_pre_check_in),revenue_per_booking_(ancilliary_at_check_in),passengercount,bookingid_norm,routing_canonical,total_revenue
713473,2025-04-10,2025-04-14,2025-04-24,FCO,FRA,FCO → FRA,DE1003,200.0,0.0,7.08,2,713473,FCO-FRA,207.08
713476,2025-03-26,2025-03-28,2025-04-13,FCO,FRA,FCO-FRA,DE1003,85.0,0.0,0.0,1,713476,FCO-FRA,85.0
713483,2025-03-11,2025-03-15,2025-04-05,PMO,FCO,PMO-FCO,DE1002,76.5,18.0,4.48,1,713483,PMO-FCO,98.98
713515,2025-04-11,2025-04-12,2025-04-27,PMO,FCO,PMO-FCO,DE1002,286.88,5.24,9.95,3,713515,PMO-FCO,302.07
713566,2025-01-24,2025-01-26,2025-03-09,FCO,FRA,FCO-FRA,DE1003,136.0,17.37,4.41,2,713566,FCO-FRA,157.78
713570,2025-03-02,2025-03-04,2025-04-20,PMO,FCO,PMO-FCO,DE1002,191.25,10.57,6.14,2,713570,PMO-FCO,207.95999999999998
713574,2025-02-10,2025-02-14,2025-04-04,FRA,FCO,FRA-FCO,DE1000,136.0,8.89,0.0,2,713574,FRA-FCO,144.89
713578,2025-01-18,2025-01-21,2025-03-13,FRA,FCO,FRA-FCO,DE1000,204.0,15.04,5.92,3,713578,FRA-FCO,224.95999999999998
713581,2025-02-22,2025-02-25,2025-04-07,FCO,FRA,FCO → FRA,DE1003,136.0,0.0,2.08,2,713581,FCO-FRA,138.08
713604,2025-01-28,2025-01-29,2025-03-14,FRA,FCO,FRA → FCO,DE1000,68.0,7.39,3.26,1,713604,FRA-FCO,78.65
713626,2025-03-09,2025-03-11,2025-03-10,FRA,FCO,FRA-FCO,DE1000,240.0,0.0,4.23,2,713626,FRA-FCO,244.23
713629,2025-03-29,2025-04-01,2025-04-13,PMO,FCO,PMO → FCO,DE1002,191.25,16.59,0.0,2,713629,PMO-FCO,207.84
713642,2025-04-11,2025-04-14,2025-04-24,FCO,PMO,FCO-PMO,DE1001,112.5,18.06,4.66,1,713642,FCO-PMO,135.22
713648,2025-02-20,2025-02-24,2025-03-21,FCO,FRA,FCO-FRA,DE1003,68.0,0.0,4.11,1,713648,FCO-FRA,72.11
713655,2025-04-02,2025-04-04,2025-04-30,FRA,FCO,FRA-FCO,DE1000,136.0,16.61,6.94,2,713655,FRA-FCO,159.55
713666,2025-03-18,2025-03-22,2025-03-31,FCO,FRA,FCO-FRA,DE1003,80.0,0.0,2.06,1,713666,FCO-FRA,82.06
713677,2025-03-04,2025-03-06,2025-03-16,PMO,FCO,PMO → FCO,DE1002,90.0,17.8,7.08,1,713677,PMO-FCO,114.88
713697,2025-02-01,2025-02-03,2025-03-14,PMO,FCO,PMO-FCO,DE1002,76.5,8.02,3.23,1,713697,PMO-FCO,87.75
713709,2025-03-08,2025-03-11,2025-04-24,FRA,FCO,FRA → FCO,DE1000,170.0,12.51,4.9,2,713709,FRA-FCO,187.41
713758,2025-03-05,2025-03-09,2025-03-10,FCO,PMO,FCO-PMO,DE1001,216.0,13.89,4.46,2,713758,FCO-PMO,234.35
713760,2025-03-13,2025-03-14,2025-04-07,FCO,FRA,FCO-FRA,DE1003,136.0,9.99,2.2,2,713760,FCO-FRA,148.19
713766,2025-02-05,2025-02-07,2025-03-27,FCO,FRA,FCO-FRA,DE1003,68.0,14.26,0.0,1,713766,FCO-FRA,82.26
713783,2025-02-27,2025-03-02,2025-04-03,FCO,FRA,FCO-FRA,DE1003,68.0,6.85,0.0,1,713783,FCO-FRA,74.85
713788,2025-03-17,2025-03-19,2025-04-19,PMO,FCO,PMO-FCO,DE1002,95.62,9.46,9.43,1,713788,PMO-FCO,114.51000000000002
713804,2025-03-17,2025-03-19,2025-03-31,FCO,PMO,FCO-PMO,DE1001,180.0,0.0,4.85,2,713804,FCO-PMO,184.85
713868,2025-02-10,2025-02-14,2025-03-31,PMO,FCO,PMO-FCO,DE1002,153.0,14.77,2.35,2,713868,PMO-FCO,170.12
713869,2025-01-14,2025-01-16,2025-03-01,PMO,FCO,PMO-FCO,DE1002,229.5,7.73,5.45,3,713869,PMO-FCO,242.67999999999998
713889,2025-03-02,2025-03-05,2025-04-10,FRA,FCO,FRA-FCO,DE1000,68.0,0.0,9.28,1,713889,FRA-FCO,77.28
713900,2025-04-09,2025-04-12,2025-04-17,FRA,FCO,FRA-FCO,DE1000,200.0,7.09,7.24,2,713900,FRA-FCO,214.33
713950,2025-02-25,2025-03-01,2025-04-04,FCO,PMO,FCO-PMO,DE1001,153.0,0.0,0.0,2,713950,FCO-PMO,153.0
714015,2025-04-11,2025-04-15,2025-04-14,PMO,FCO,PMO-FCO,DE1002,168.75,9.73,0.0,1,714015,PMO-FCO,178.48
714036,2025-02-18,2025-02-22,2025-04-13,FRA,FCO,FRA-FCO,DE1000,255.0,0.0,5.44,3,714036,FRA-FCO,260.44
714050,2025-02-26,2025-03-02,2025-04-13,FCO,FRA,FCO-FRA,DE1003,85.0,11.88,5.81,1,714050,FCO-FRA,102.69
714079,2025-02-25,2025-02-26,2025-03-30,FCO,PMO,FCO-PMO,DE1001,76.5,0.0,0.0,1,714079,FCO-PMO,76.5
714081,2025-02-25,2025-02-26,2025-04-10,FRA,FCO,FRA → FCO,DE1000,136.0,7.47,5.17,2,714081,FRA-FCO,148.64
714091,2025-01-28,2025-02-01,2025-03-15,FRA,FCO,FRA-FCO,DE1000,68.0,0.0,8.74,1,714091,FRA-FCO,76.74
714118,2025-03-06,2025-03-10,2025-04-10,FCO,PMO,FCO → PMO,DE1001,76.5,5.04,4.26,1,714118,FCO-PMO,85.80000000000001
714187,2025-01-19,2025-01-20,2025-03-02,FCO,FRA,FCO → FRA,DE1003,204.0,5.46,9.76,3,714187,FCO-FRA,219.22
714191,2025-03-11,2025-03-14,2025-03-17,FCO,FRA,FCO-FRA,DE1003,96.0,13.63,2.07,1,714191,FCO-FRA,111.69999999999999
714210,2025-01-27,2025-01-29,2025-03-19,PMO,FCO,PMO-FCO,DE1002,76.5,0.0,0.0,1,714210,PMO-FCO,76.5
714217,2025-03-01,2025-03-04,2025-04-05,FRA,FCO,FRA → FCO,DE1000,136.0,6.29,6.58,2,714217,FRA-FCO,148.87
714227,2025-02-11,2025-02-14,2025-03-08,FCO,FRA,FCO-FRA,DE1003,68.0,16.34,6.61,1,714227,FCO-FRA,90.95
714242,2025-04-13,2025-04-15,2025-04-14,PMO,FCO,PMO → FCO,DE1002,168.75,15.83,7.92,1,714242,PMO-FCO,192.5
714309,2025-02-10,2025-02-12,2025-03-19,FCO,FRA,FCO-FRA,DE1003,68.0,10.81,9.63,1,714309,FCO-FRA,88.44
714327,2025-03-20,2025-03-23,2025-04-18,FCO,PMO,FCO → PMO,DE1001,191.25,5.04,2.68,2,714327,FCO-PMO,198.97
714331,2025-02-14,2025-02-17,2025-03-31,PMO,FCO,PMO-FCO,DE1002,229.5,18.76,3.7,3,714331,PMO-FCO,251.95999999999998
714334,2025-04-04,2025-04-07,2025-04-27,FCO,PMO,FCO-PMO,DE1001,191.25,14.27,7.84,2,714334,FCO-PMO,213.36
714363,2025-02-05,2025-02-07,2025-03-29,PMO,FCO,PMO-FCO,DE1002,76.5,17.57,0.0,1,714363,PMO-FCO,94.07
714373,2025-04-04,2025-04-06,2025-04-09,FRA,FCO,FRA → FCO,DE1000,96.0,10.35,0.0,1,714373,FRA-FCO,106.35
714392,2025-02-13,2025-02-14,2025-03-17,FCO,FRA,FCO-FRA,DE1003,68.0,7.01,6.66,1,714392,FCO-FRA,81.67
714393,2025-03-27,2025-03-28,2025-04-07,FCO,FRA,FCO-FRA,DE1003,160.0,12.15,0.0,2,714393,FCO-FRA,172.15
714408,2025-01-28,2025-01-30,2025-03-07,FCO,PMO,FCO-PMO,DE1001,76.5,18.7,9.18,1,714408,FCO-PMO,104.38
714432,2025-03-15,2025-03-17,2025-03-22,FCO,FRA,FCO → FRA,DE1003,192.0,14.66,3.31,2,714432,FCO-FRA,209.97
714446,2025-02-23,2025-02-25,2025-03-12,FCO,FRA,FCO-FRA,DE1003,68.0,7.9,10.0,1,714446,FCO-FRA,85.9
714450,2025-02-12,2025-02-15,2025-04-07,FCO,PMO,FCO-PMO,DE1001,229.5,6.6,0.0,3,714450,FCO-PMO,236.1
714455,2025-02-12,2025-02-16,2025-03-23,FCO,PMO,FCO-PMO,DE1001,76.5,9.41,5.51,1,714455,FCO-PMO,91.42
714470,2025-03-10,2025-03-13,2025-04-09,FCO,FRA,FCO → FRA,DE1003,136.0,7.48,0.0,2,714470,FCO-FRA,143.48
714484,2025-03-21,2025-03-25,2025-03-29,FCO,PMO,FCO-PMO,DE1001,180.0,11.78,0.0,2,714484,FCO-PMO,191.78
714485,2025-04-08,2025-04-10,2025-04-27,PMO,FCO,PMO-FCO,DE1002,95.62,13.59,5.28,1,714485,PMO-FCO,114.49000000000001
714487,2025-01-23,2025-01-25,2025-03-06,FCO,FRA,FCO-FRA,DE1003,136.0,16.49,0.0,2,714487,FCO-FRA,152.49
714493,2025-04-06,2025-04-10,2025-04-11,PMO,FCO,PMO-FCO,DE1002,108.0,15.06,4.09,1,714493,PMO-FCO,127.15
714503,2025-03-07,2025-03-08,2025-03-23,FCO,FRA,FCO → FRA,DE1003,136.0,14.89,0.0,2,714503,FCO-FRA,150.89
714519,2025-02-25,2025-03-01,2025-04-20,FCO,PMO,FCO-PMO,DE1001,191.25,0.0,5.82,2,714519,FCO-PMO,197.07
714562,2025-02-20,2025-02-22,2025-03-27,PMO,FCO,PMO-FCO,DE1002,76.5,12.04,8.32,1,714562,PMO-FCO,96.85999999999999
714575,2025-01-19,2025-01-22,2025-03-12,PMO,FCO,PMO-FCO,DE1002,76.5,0.0,9.34,1,714575,PMO-FCO,85.84
714594,2025-04-11,2025-04-14,2025-04-16,FRA,FCO,FRA → FCO,DE1000,120.0,17.77,8.64,1,714594,FRA-FCO,146.41000000000003
714625,2025-02-23,2025-02-25,2025-03-17,FRA,FCO,FRA-FCO,DE1000,204.0,0.0,3.26,3,714625,FRA-FCO,207.26
714635,2025-02-16,2025-02-17,2025-03-16,PMO,FCO,PMO → FCO,DE1002,153.0,0.0,2.68,2,714635,PMO-FCO,155.68
714648,2025-04-10,2025-04-11,2025-04-17,FRA,FCO,FRA-FCO,DE1000,120.0,0.0,8.87,1,714648,FRA-FCO,128.87
714650,2025-02-22,2025-02-24,2025-03-29,PMO,FCO,PMO-FCO,DE1002,153.0,8.71,5.81,2,714650,PMO-FCO,167.52
714660,2025-02-13,2025-02-17,2025-04-03,FRA,FCO,FRA-FCO,DE1000,136.0,10.7,0.0,2,714660,FRA-FCO,146.7
714667,2025-03-04,2025-03-07,2025-03-31,FCO,FRA,FCO-FRA,DE1003,68.0,0.0,5.23,1,714667,FCO-FRA,73.23
714673,2025-02-11,2025-02-13,2025-03-14,PMO,FCO,PMO-FCO,DE1002,76.5,19.28,2.2,1,714673,PMO-FCO,97.98
714717,2025-02-11,2025-02-14,2025-03-03,FCO,FRA,FCO-FRA,DE1003,68.0,0.0,6.34,1,714717,FCO-FRA,74.34
714721,2025-02-28,2025-03-02,2025-04-13,FCO,FRA,FCO-FRA,DE1003,85.0,16.67,8.48,1,714721,FCO-FRA,110.15
714750,2025-03-20,2025-03-22,2025-04-02,FRA,FCO,FRA → FCO,DE1000,80.0,6.09,8.49,1,714750,FRA-FCO,94.58
714760,2025-02-22,2025-02-26,2025-03-09,PMO,FCO,PMO-FCO,DE1002,229.5,15.39,4.99,3,714760,PMO-FCO,249.88
714810,2025-02-22,2025-02-25,2025-03-14,FCO,PMO,FCO → PMO,DE1001,76.5,13.17,9.15,1,714810,FCO-PMO,98.82000000000001
714821,2025-03-15,2025-03-16,2025-04-07,FRA,FCO,FRA-FCO,DE1000,136.0,13.94,8.97,2,714821,FRA-FCO,158.91
714836,2025-02-26,2025-03-01,2025-03-10,FCO,PMO,FCO-PMO,DE1001,180.0,19.14,4.68,2,714836,FCO-PMO,203.82
714837,2025-03-30,2025-04-03,2025-04-06,FCO,FRA,FCO-FRA,DE1003,192.0,12.46,0.0,2,714837,FCO-FRA,204.46
714839,2025-02-21,2025-02-22,2025-04-12,FRA,FCO,FRA-FCO,DE1000,68.0,0.0,9.88,1,714839,FRA-FCO,77.88
714871,2025-03-21,2025-03-25,2025-03-26,FCO,FRA,FCO-FRA,DE1003,96.0,0.0,7.62,1,714871,FCO-FRA,103.62
714920,2025-04-02,2025-04-03,2025-04-17,FCO,PMO,FCO-PMO,DE1001,191.25,8.28,8.8,2,714920,FCO-PMO,208.33
714944,2025-02-25,2025-02-27,2025-04-02,FRA,FCO,FRA-FCO,DE1000,68.0,0.0,4.21,1,714944,FRA-FCO,72.21
714945,2025-03-15,2025-03-18,2025-04-11,FCO,FRA,FCO-FRA,DE1003,68.0,9.33,4.38,1,714945,FCO-FRA,81.71
714953,2025-01-03,2025-01-06,2025-03-01,PMO,FCO,PMO-FCO,DE1002,153.0,5.47,0.0,2,714953,PMO-FCO,158.47
714959,2025-02-06,2025-02-08,2025-04-06,FRA,FCO,FRA-FCO,DE1000,68.0,13.76,4.25,1,714959,FRA-FCO,86.01
715027,2025-04-19,2025-04-23,2025-04-23,FCO,FRA,FCO → FRA,DE1003,120.0,0.0,0.0,1,715027,FCO-FRA,120.0
715029,2025-03-13,2025-03-14,2025-03-15,FCO,PMO,FCO-PMO,DE1001,135.0,10.4,0.0,1,715029,FCO-PMO,145.4
715034,2025-02-13,2025-02-15,2025-03-08,FCO,FRA,FCO-FRA,DE1003,136.0,15.86,0.0,2,715034,FCO-FRA,151.86
715055,2025-02-04,2025-02-05,2025-03-17,PMO,FCO,PMO-FCO,DE1002,153.0,5.65,0.0,2,715055,PMO-FCO,158.65
715116,2025-04-26,2025-04-30,2025-04-27,PMO,FCO,PMO → FCO,DE1002,168.75,18.97,0.0,1,715116,PMO-FCO,187.72
715136,2025-04-07,2025-04-09,2025-04-26,PMO,FCO,PMO → FCO,DE1002,95.62,0.0,3.24,1,715136,PMO-FCO,98.86
715161,2025-04-22,2025-04-25,2025-04-26,FCO,PMO,FCO-PMO,DE1001,135.0,15.5,8.41,1,715161,FCO-PMO,158.91
715189,2025-01-19,2025-01-20,2025-03-09,PMO,FCO,PMO → FCO,DE1002,76.5,11.25,2.73,1,715189,PMO-FCO,90.48
715200,2025-02-10,2025-02-12,2025-03-19,FCO,PMO,FCO-PMO,DE1001,153.0,0.0,7.26,2,715200,FCO-PMO,160.26
715221,2025-04-08,2025-04-10,2025-04-21,FRA,FCO,FRA-FCO,DE1000,100.0,12.76,4.6,1,715221,FRA-FCO,117.36
715242,2025-02-20,2025-02-22,2025-04-05,FCO,PMO,FCO → PMO,DE1001,76.5,15.83,8.19,1,715242,FCO-PMO,100.52
715265,2025-03-31,2025-04-02,2025-04-28,FCO,FRA,FCO-FRA,DE1003,204.0,6.96,5.26,3,715265,FCO-FRA,216.22
715266,2025-03-25,2025-03-27,2025-04-11,PMO,FCO,PMO-FCO,DE1002,76.5,17.35,7.73,1,715266,PMO-FCO,101.58
715269,2025-02-01,2025-02-02,2025-03-26,FCO,FRA,FCO-FRA,DE1003,68.0,17.7,0.0,1,715269,FCO-FRA,85.7
715274,2025-02-14,2025-02-16,2025-03-08,PMO,FCO,PMO-FCO,DE1002,76.5,12.62,0.0,1,715274,PMO-FCO,89.12
715275,2025-02-26,2025-02-27,2025-03-07,PMO,FCO,PMO-FCO,DE1002,180.0,8.53,0.0,2,715275,PMO-FCO,188.53
715296,2025-02-14,2025-02-16,2025-03-30,FCO,FRA,FCO → FRA,DE1003,136.0,6.07,4.14,2,715296,FCO-FRA,146.20999999999998
715319,2025-01-08,2025-01-12,2025-03-02,PMO,FCO,PMO-FCO,DE1002,76.5,0.0,5.77,1,715319,PMO-FCO,82.27
715365,2025-04-17,2025-04-21,2025-04-28,FCO,PMO,FCO-PMO,DE1001,180.0,17.69,0.0,2,715365,FCO-PMO,197.69
715387,2025-03-08,2025-03-12,2025-04-06,FRA,FCO,FRA-FCO,DE1000,68.0,8.32,2.06,1,715387,FRA-FCO,78.38
715395,2025-02-28,2025-03-04,2025-03-02,FCO,FRA,FCO-FRA,DE1003,240.0,11.93,0.0,2,715395,FCO-FRA,251.93
715417,2025-01-25,2025-01-27,2025-03-14,FRA,FCO,FRA-FCO,DE1000,68.0,17.36,2.96,1,715417,FRA-FCO,88.32
715444,2025-03-20,2025-03-21,2025-04-18,FRA,FCO,FRA-FCO,DE1000,85.0,14.54,7.01,1,715444,FRA-FCO,106.55
715473,2025-02-22,2025-02-24,2025-03-06,FCO,PMO,FCO-PMO,DE1001,180.0,18.89,0.0,2,715473,FCO-PMO,198.89
715530,2025-01-12,2025-01-14,2025-03-10,FCO,PMO,FCO → PMO,DE1001,153.0,8.01,9.09,2,715530,FCO-PMO,170.1
715548,2025-03-28,2025-03-30,2025-04-23,FRA,FCO,FRA-FCO,DE1000,170.0,14.85,8.24,2,715548,FRA-FCO,193.09
715566,2025-01-18,2025-01-21,2025-03-10,FRA,FCO,FRA-FCO,DE1000,136.0,0.0,0.0,2,715566,FRA-FCO,136.0
715591,2025-04-04,2025-04-07,2025-04-05,FCO,FRA,FCO → FRA,DE1003,240.0,0.0,6.39,2,715591,FCO-FRA,246.39
715600,2025-03-08,2025-03-10,2025-04-09,PMO,FCO,PMO → FCO,DE1002,76.5,16.86,3.9,1,715600,PMO-FCO,97.26
715651,2025-02-26,2025-03-01,2025-03-07,FCO,PMO,FCO-PMO,DE1001,180.0,10.35,8.7,2,715651,FCO-PMO,199.04999999999998
715672,2025-03-16,2025-03-18,2025-04-20,FCO,PMO,FCO → PMO,DE1001,95.62,5.55,9.67,1,715672,FCO-PMO,110.84
715692,2025-02-17,2025-02-19,2025-04-10,FCO,PMO,FCO-PMO,DE1001,229.5,15.03,2.19,3,715692,FCO-PMO,246.72
715704,2025-02-05,2025-02-06,2025-03-10,PMO,FCO,PMO-FCO,DE1002,76.5,7.67,0.0,1,715704,PMO-FCO,84.17
715710,2025-01-27,2025-01-28,2025-03-10,FCO,PMO,FCO-PMO,DE1001,229.5,8.13,8.66,3,715710,FCO-PMO,246.29
715784,2025-01-14,2025-01-16,2025-03-07,FRA,FCO,FRA-FCO,DE1000,68.0,7.07,3.08,1,715784,FRA-FCO,78.14999999999999
715801,2025-03-28,2025-03-29,2025-04-04,FCO,FRA,FCO → FRA,DE1003,96.0,0.0,0.0,1,715801,FCO-FRA,96.0
715812,2025-02-18,2025-02-20,2025-03-20,PMO,FCO,PMO-FCO,DE1002,153.0,9.68,0.0,2,715812,PMO-FCO,162.68
715833,2025-02-02,2025-02-06,2025-03-15,FRA,FCO,FRA-FCO,DE1000,68.0,13.69,8.72,1,715833,FRA-FCO,90.41
715861,2025-01-29,2025-01-31,2025-03-23,FCO,FRA,FCO-FRA,DE1003,68.0,18.9,0.0,1,715861,FCO-FRA,86.9
715884,2025-02-01,2025-02-04,2025-03-14,FRA,FCO,FRA → FCO,DE1000,136.0,17.28,4.26,2,715884,FRA-FCO,157.54
715890,2025-02-22,2025-02-26,2025-03-09,FCO,FRA,FCO-FRA,DE1003,204.0,13.83,4.64,3,715890,FCO-FRA,222.47
715893,2025-04-12,2025-04-15,2025-04-30,FCO,FRA,FCO-FRA,DE1003,68.0,11.12,0.0,1,715893,FCO-FRA,79.12
715910,2025-02-06,2025-02-07,2025-03-17,FCO,FRA,FCO-FRA,DE1003,68.0,8.62,6.7,1,715910,FCO-FRA,83.32000000000001
715957,2025-03-30,2025-04-01,2025-04-18,PMO,FCO,PMO-FCO,DE1002,95.62,0.0,8.24,1,715957,PMO-FCO,103.86
716001,2025-03-26,2025-03-30,2025-04-03,PMO,FCO,PMO → FCO,DE1002,90.0,13.21,5.38,1,716001,PMO-FCO,108.59
716011,2025-04-11,2025-04-15,2025-04-16,FRA,FCO,FRA-FCO,DE1000,120.0,5.73,0.0,1,716011,FRA-FCO,125.73
716050,2025-02-26,2025-03-02,2025-03-15,FCO,FRA,FCO-FRA,DE1003,204.0,16.16,2.5,3,716050,FCO-FRA,222.66
716053,2025-03-26,2025-03-29,2025-04-23,FCO,FRA,FCO → FRA,DE1003,170.0,7.58,8.22,2,716053,FCO-FRA,185.8
716063,2025-04-08,2025-04-11,2025-04-11,FCO,FRA,FCO → FRA,DE1003,240.0,15.59,4.63,2,716063,FCO-FRA,260.22
716097,2025-02-22,2025-02-24,2025-03-10,FCO,FRA,FCO-FRA,DE1003,204.0,0.0,4.35,3,716097,FCO-FRA,208.35
716098,2025-04-08,2025-04-09,2025-04-12,FRA,FCO,FRA → FCO,DE1000,96.0,0.0,3.2,1,716098,FRA-FCO,99.2
716176,2025-02-21,2025-02-25,2025-04-13,FCO,PMO,FCO-PMO,DE1001,191.25,13.22,0.0,2,716176,FCO-PMO,204.47
716225,2025-02-18,2025-02-19,2025-03-10,PMO,FCO,PMO → FCO,DE1002,76.5,8.73,0.0,1,716225,PMO-FCO,85.23
716230,2025-03-10,2025-03-13,2025-03-14,FCO,PMO,FCO-PMO,DE1001,216.0,13.44,0.0,2,716230,FCO-PMO,229.44
716283,2025-03-05,2025-03-09,2025-04-04,FCO,FRA,FCO → FRA,DE1003,204.0,16.21,2.97,3,716283,FCO-FRA,223.18
716287,2025-03-31,2025-04-04,2025-04-14,PMO,FCO,PMO-FCO,DE1002,225.0,6.76,0.0,2,716287,PMO-FCO,231.76
716293,2025-03-25,2025-03-26,2025-04-09,PMO,FCO,PMO-FCO,DE1002,76.5,19.7,3.26,1,716293,PMO-FCO,99.46000000000001
716319,2025-03-24,2025-03-28,2025-04-14,FRA,FCO,FRA-FCO,DE1000,170.0,19.57,3.09,2,716319,FRA-FCO,192.66
716327,2025-01-06,2025-01-07,2025-03-01,FRA,FCO,FRA → FCO,DE1000,136.0,10.99,4.71,2,716327,FRA-FCO,151.70000000000002
716339,2025-04-23,2025-04-25,2025-04-24,PMO,FCO,PMO-FCO,DE1002,168.75,6.93,0.0,1,716339,PMO-FCO,175.68
716358,2025-03-07,2025-03-11,2025-03-19,FCO,FRA,FCO → FRA,DE1003,80.0,0.0,0.0,1,716358,FCO-FRA,80.0
716390,2025-03-18,2025-03-19,2025-04-02,PMO,FCO,PMO-FCO,DE1002,76.5,0.0,4.44,1,716390,PMO-FCO,80.94
716419,2025-04-21,2025-04-22,2025-04-27,FRA,FCO,FRA-FCO,DE1000,240.0,19.26,0.0,2,716419,FRA-FCO,259.26
716454,2025-04-17,2025-04-20,2025-04-18,FCO,FRA,FCO-FRA,DE1003,450.0,8.21,6.1,3,716454,FCO-FRA,464.31
716457,2025-02-18,2025-02-20,2025-03-21,FCO,FRA,FCO-FRA,DE1003,136.0,0.0,7.47,2,716457,FCO-FRA,143.47
716475,2025-03-20,2025-03-24,2025-04-05,PMO,FCO,PMO-FCO,DE1002,153.0,11.89,3.23,2,716475,PMO-FCO,168.11999999999998
716486,2025-02-23,2025-02-24,2025-04-03,PMO,FCO,PMO-FCO,DE1002,76.5,14.24,0.0,1,716486,PMO-FCO,90.74
716497,2025-04-21,2025-04-22,2025-04-25,PMO,FCO,PMO → FCO,DE1002,135.0,0.0,0.0,1,716497,PMO-FCO,135.0
716512,2025-03-06,2025-03-09,2025-03-19,FRA,FCO,FRA-FCO,DE1000,160.0,12.7,0.0,2,716512,FRA-FCO,172.7
716536,2025-03-12,2025-03-14,2025-04-04,FCO,PMO,FCO-PMO,DE1001,76.5,0.0,4.79,1,716536,FCO-PMO,81.29
716539,2025-04-04,2025-04-06,2025-04-28,FCO,PMO,FCO-PMO,DE1001,153.0,0.0,0.0,2,716539,FCO-PMO,153.0
716565,2025-03-11,2025-03-12,2025-04-07,FRA,FCO,FRA → FCO,DE1000,136.0,14.03,7.56,2,716565,FRA-FCO,157.59
716610,2025-02-25,2025-02-27,2025-03-26,PMO,FCO,PMO-FCO,DE1002,76.5,6.91,7.4,1,716610,PMO-FCO,90.81
716623,2025-02-26,2025-03-02,2025-04-25,FCO,PMO,FCO-PMO,DE1001,191.25,0.0,0.0,2,716623,FCO-PMO,191.25
716635,2025-03-01,2025-03-04,2025-04-11,PMO,FCO,PMO-FCO,DE1002,76.5,9.81,4.36,1,716635,PMO-FCO,90.67
716642,2025-03-15,2025-03-16,2025-04-11,FRA,FCO,FRA → FCO,DE1000,68.0,12.42,4.22,1,716642,FRA-FCO,84.64
716652,2025-04-07,2025-04-10,2025-04-16,FRA,FCO,FRA → FCO,DE1000,100.0,6.97,0.0,1,716652,FRA-FCO,106.97
716666,2025-02-23,2025-02-27,2025-04-07,FCO,PMO,FCO → PMO,DE1001,153.0,9.05,0.0,2,716666,FCO-PMO,162.05
716704,2025-04-01,2025-04-05,2025-04-11,FCO,PMO,FCO-PMO,DE1001,180.0,18.8,6.41,2,716704,FCO-PMO,205.21
716713,2025-01-31,2025-02-04,2025-03-01,FRA,FCO,FRA-FCO,DE1000,136.0,15.78,6.67,2,716713,FRA-FCO,158.45
716726,2025-03-31,2025-04-02,2025-04-28,PMO,FCO,PMO-FCO,DE1002,76.5,0.0,9.88,1,716726,PMO-FCO,86.38
716779,2025-02-24,2025-02-27,2025-04-21,FRA,FCO,FRA-FCO,DE1000,170.0,14.83,4.07,2,716779,FRA-FCO,188.9
716801,2025-03-11,2025-03-14,2025-04-26,FCO,FRA,FCO-FRA,DE1003,85.0,0.0,0.0,1,716801,FCO-FRA,85.0
716821,2025-03-28,2025-04-01,2025-04-07,FRA,FCO,FRA-FCO,DE1000,160.0,0.0,8.95,2,716821,FRA-FCO,168.95
716867,2025-02-23,2025-02-27,2025-03-07,FCO,PMO,FCO → PMO,DE1001,180.0,16.32,0.0,2,716867,FCO-PMO,196.32
716958,2025-04-12,2025-04-13,2025-04-27,PMO,FCO,PMO-FCO,DE1002,191.25,15.58,5.83,2,716958,PMO-FCO,212.66000000000003
716964,2025-02-08,2025-02-11,2025-03-31,FRA,FCO,FRA-FCO,DE1000,68.0,8.77,3.93,1,716964,FRA-FCO,80.7
